sample_key,step17_review_priority_score,step17_review_priority_tier,step17_review_reason,DOI,paper_title,sample_id,composition,material_system,n_or_p,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,n_or_p_confidence_step6,zt_obs_max_step14,zt_pred_max_step14,zt_calc_from_obs_max_step14,zt_pred_vs_obs_mape_step14,zt_pred_vs_calc_mape_step14,classification_case_step15,zt_error_analysis_category_step15,step17_check_additive,step17_check_structure,step17_check_np_type,step17_check_sintering,additive_auto_step9,additive_manual_step9,structure_auto_step9,structure_manual_step9,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,sintering_method,sintering_checked,record_checked,source_files_step16,thresholds_in_high_zt_error_file_step15,manual_review_priority_score_step15,manual_review_priority_tier_step15,sintering_check_reason_step15,n_rows_step14,n_pf_eval_rows_step14,n_zt_calc_eval_rows_step14,n_zt_obs_eval_rows_step14,pf_mape_step14,pf_log_rmse_step14,zt_pred_vs_calc_log_rmse_step14,zt_pred_vs_obs_log_rmse_step14,zt_pred_vs_obs_quality_step14,zt_pred_vs_calc_quality_step14,SID,year,tau_eff_step12,tau_eff_unit_step12,tau_eff_mode_step12,fitting_source_actual_step10,needs_sintering_check_later_step14,pf_error_level_sample_step15,zt_obs_error_level_sample_step15,zt_calc_error_level_sample_step15,zt_error_direction_sample_step15,zt_error_analysis_note_step15,needs_manual_review_step15,needs_sintering_check_later_step15,pf_zt_problem_reason_step15,doi_url
10.1016_j.nanoen.2018.09.025__sample_43732,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1016/j.nanoen.2018.09.025,,43732,Sn0.99Pb0.01Se,unknown,p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.704202,0.6695805494544428,1.7358385207614828,2.259650680263664,0.6375928655976638,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,115,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,14,13,11,5,0.6120429842140116,0.7357331019420625,0.6474241278602134,1.2421564593562886,poor,moderate,32098,,0.0497275641254015,relative_scale,empirical_group_baseline,,yes,moderate,poor,moderate,under_predicted,high_zt_false_negative,yes,yes,large ZT error vs observed ZT; observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.nanoen.2018.09.025
10.1021_jacs.6b07010__sample_2895,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1021/jacs.6b07010,,2895,Sn0.99SePb0.01,unknown,p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.688373,0.6167004866850939,0.8927561213659754,0.3080212813025156,0.4058445397865944,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,15,6,4,3,0.4364616676066226,0.6587915116797768,0.4032793282186562,0.3393066027560174,good,moderate,18599,,0.0478583005694043,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/jacs.6b07010
10.1021_acsaem.9b00057__sample_39726,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1021/acsaem.9b00057,,39726,Ge0.93Bi0.07Te1.035,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.651443,0.8973571590283497,0.9285339127505589,0.0598280035030744,0.0851697616502292,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,9,4,4,0.0861637155921379,0.0986939619129037,0.1010837070140707,0.0790549822823612,excellent,excellent,31911,,3.4974492665056705,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/acsaem.9b00057
10.1038_ncomms13713__sample_33444,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1038/ncomms13713,,33444,Sn0.96SeBi0.04,unknown,n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.648313,0.6870568074868969,1.4750778704669327,3.04336688655957,2.534819306086567,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,135,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,11,8,7,1.9808047079350573,1.1609687987139146,1.2580802000001277,1.3443243173109314,poor,poor,27933,,0.0361832016040135,relative_scale,empirical_group_baseline,,yes,poor,poor,poor,under_predicted,high_zt_false_negative,yes,yes,large PF error; large ZT error vs observed ZT; large ZT error vs calculated ZT; observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1038/ncomms13713
10.1021_jacs.7b11875__sample_43930,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1021/jacs.7b11875,,43930,Sn0.895Se,unknown,p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.636578,0.5448863040620859,1.6313567163370095,0.9479770996449896,2.0473981831718246,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,110,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,14,6,5,4,1.7369552544502334,1.1602874320472767,1.2677447627387712,0.9409302789408636,poor,poor,32056,,0.0763884460636032,relative_scale,empirical_group_baseline,,yes,poor,moderate,poor,under_predicted,high_zt_false_negative,yes,yes,large PF error; large ZT error vs calculated ZT; observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/jacs.7b11875
10.1016_j.jallcom.2019.07.120__sample_39343,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1016/j.jallcom.2019.07.120,,39343,Ge0.93Bi0.07Te,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.613189,0.8493977178814094,0.867298682000653,0.0487550541251212,0.1150273959202184,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,10,4,1,0.1578187048994825,0.1842006093699214,0.1478785399824875,0.0499836829610881,excellent,excellent,24398,,2.829511794677402,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.jallcom.2019.07.120
10.1039_d0ee02323j__sample_37118,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1039/d0ee02323j,,37118,Cu0.89Ag0.2In0.91Te2,unknown,p,"estimated from Seebeck sign: positive=22, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=22, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.579728,0.452155942018087,1.6199674861496711,0.7339016832289591,0.6969152726540937,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,22,18,16,16,0.8020766901065131,0.850960032465031,0.8345448484300104,0.8373722735185762,poor,poor,29287,,0.1199282144930946,relative_scale,empirical_group_baseline,,yes,moderate,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1039/d0ee02323j
10.1039_d0ee02323j__sample_37119,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1039/d0ee02323j,,37119,Cu0.9Ag0.2In0.9Te2,unknown,p,"estimated from Seebeck sign: positive=23, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=23, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.567855,0.4855027086854241,1.6289752063227614,0.5058520097938594,0.4885308713944533,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,24,18,13,10,0.8266014097288865,0.8744995183511542,0.8087748128163956,0.7965749124596861,moderate,poor,29287,,0.1181430365299335,relative_scale,empirical_group_baseline,,yes,moderate,moderate,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1039/d0ee02323j
10.1016_j.joule.2019.10.010__sample_31519,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1016/j.joule.2019.10.010,,31519,Sb2Si2Te6.93,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.562176,0.2842900549712808,0.3581959605707568,0.0687255214177805,0.1427015455758962,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,9,9,2,1,0.1533446618805564,0.1788724897534796,0.1734737258477804,0.071201223907958,excellent,excellent,23953,,0.7141405979079789,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.joule.2019.10.010
10.1016_j.jallcom.2019.07.120__sample_39342,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1016/j.jallcom.2019.07.120,,39342,Ge0.95Bi0.05Te,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.545962,0.8066877238236204,0.7949846087736143,0.159965403332972,0.1610468546804935,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,10,5,5,0.2455854117729643,0.2860136757889929,0.2266645124629896,0.2241448859809596,good,good,24398,,3.891660790732628,relative_scale,empirical_group_baseline,,yes,good,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.jallcom.2019.07.120
10.1063_1.4869220__sample_16942,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1063/1.4869220,,16942,(SiC)0.8AgPb20SbTe20,unknown,n,"estimated from Seebeck sign: positive=0, negative=9, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=9, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.543401,0.4963365604288459,1.733754724808609,0.8599679908828195,0.9526155173450124,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,9,9,7,7,2.2430902987863184,1.293587272110424,1.0551924864075055,1.0111635232132483,poor,poor,6895,,0.1426066554095853,relative_scale,empirical_group_baseline,,yes,poor,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,large PF error; observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1063/1.4869220
10.1109_ict.2005.1519880__sample_24217,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1109/ict.2005.1519880,,24217,TiO1.1,unknown,p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.543128,0.5837148207394245,1.4726503597260654,0.6069072523067268,0.6036297299733767,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,False,False,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,14,4,1,1,0.3663654079286413,0.601400480967002,0.9254064792717772,0.9337096957367864,poor,poor,8900,,0.391654099080162,relative_scale,empirical_group_baseline,,yes,good,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1109/ict.2005.1519880
10.1021_acsami.9b12256__sample_41043,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1021/acsami.9b12256,,41043,(Cu2Te)0.08(Cu3.52In4.16Te8),unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.541113,0.5452761823643786,1.5909251112938188,60.3586368790694,2.4041241867359373,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,135,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,7,7,5,2.4041241867360235,1.345577896137676,1.345577896137684,2.7186862663420786,poor,poor,22290,,0.1796089076056664,relative_scale,empirical_group_baseline,,yes,poor,poor,poor,under_predicted,high_zt_false_negative,yes,yes,large PF error; large ZT error vs observed ZT; large ZT error vs calculated ZT; observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/acsami.9b12256
10.1039_d0ee02323j__sample_37117,3000,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; best candidate sample; manual review candidate; sintering check candidate,10.1039/d0ee02323j,,37117,Cu0.88Ag0.2In0.92Te2,unknown,p,"estimated from Seebeck sign: positive=18, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=18, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.530284,0.4713249974283127,1.589069283270053,0.6803319222491969,1.2279867005093028,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,best_candidate;high_zt_error;manual_review;sintering_check,1,110,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,18,14,9,6,1.0798121745453355,0.8747603832269676,0.9439448994530636,0.7714757988025157,moderate,poor,29287,,0.1387431121224408,relative_scale,empirical_group_baseline,,yes,poor,moderate,poor,under_predicted,high_zt_false_negative,yes,yes,large PF error; large ZT error vs calculated ZT; observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1039/d0ee02323j
